연구현황,연구정보,연구의뢰자,연구비지원기관,연구종류,임상시험단계,중재종류,등록번호,연구고유번호,연구대상/질환,등록일,최종갱신일,첫환자등록일자,연구종료일,주요결과변수
모집 중(Recruiting),"비만인에게서 미역취추출물의 섭취가 체지방 수준 및 관련 대사에 미치는 영향을 평가하기 위한 인체적용시험 - A human study to evaluate effectiveness of Solidago virgaurea extraction on body fat level and related metabolism in obese adults : a randomized, double-blind, parallel, placebo-controlled study",한림대학교부속춘천성심병원,"농림축산식품부(Ministry of Agriculture, Food and Rural Affairs)",중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0002027,IRB No. 2016-44,"Obesity, Body Fat, Anti-Obesity Agents, Solidago virgaurea",2016-08-26,2016-11-21,2016-10-04,2017-08-01,"복부지방면적, 체성분 구성(Area of abdominal fat, body composition )신체계측 (체중, 체질량지수, 허리둘레, 허리둘레:엉덩이둘레 비율)(Anthropometry (body weight, BMI, WC, and waist to hip ratio))"
대상자 모집 전(Not yet recruiting),"이하선 절제술 환자를 대상으로 CPCG500의 이개 주변 감각에 미치는 유효성 및 안전성을 비교 평가하기 위한 연구자 임상시험: 전향적, 다기관, 대조군, 무작위배정, 대상자/평가자 눈가림 시험 - The safety and effectiveness of a CPCG500 on periaruicular sensation in patients who underwent parotidectomy: prospective, multicenter, randomized double-blind study",학교법인가톨릭학원가톨릭대학교서울성모병원,(주)대웅제약중앙연구소(Daewoong Research&Development Center),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0002026,XC15DIMI0085K,이하선 수술에 유착방지제가 미치는 효과,2016-08-26,2016-08-24,2016-09-01,,이개주변부의 감각(sensation of periauricular area)삶의 질 설문지(questionnaire for quality of life)
모집 중(Recruiting),항암화학요법 유발 말초신경병증으로 인한 증상완화에 침치료 및 침치료와 뜸치료 병용 효과 비교 연구 - A comparative study of acupuncture mono-therapy and acupuncture and moxibustion combination therapy on chemotherapy-induced peripheral neuropathy symptom,대구가톨릭대학교병원,재단법인 통합의료진흥원(Comprehensive & Integrative Medicine Institute),중재연구(Interventional Study),해당사항없음(Not applicable),의료기구(Medical Device),KCT0002025,MDCR-16-008,chemotherapy-induced peripheral neuropathy symptom,2016-08-26,2016-08-23,2016-05-30,2016-08-31,이상반응 표준용어기준(CTCAE) 점수 감소(Decrease score of the Common Terminology criteria for Adverse Events(CTCAE)) 자각통증척도(VAS)의 점수 감소 ( Decrease score of Visual Analogue Scale(VAS). )
대상자 모집 전(Not yet recruiting),자가 대퇴사두건을 이용한 전방십자인대 재건술 시 대퇴골 터널 및 이식건의 모양에 따른 결과 비교 - Comparison of clinical results in arthroscopic anterior cruciate ligament reconstruction using autologous quadriceps tendon with rectangular or cylindrical graft and femoral tunnel,서울대학교병원,서울대학교병원(Seoul National University Hospital),관찰연구(Observational Study),,,KCT0002024,1503-148-661,rupture of anterior cruciate ligament,2016-08-22,2016-08-09,2016-10-01,,KT-2000 arthrometry 상에서의 side-to-side difference(KT-2000 arthrometry side-to-side difference)
연구종결(Completed),1일 복약회수를 최소화한 단순 용법과 허가 사항에 따른 기존 용법으로 복용하는 환자간의 심혈관 약제 복약순응도 비교 - A Comparison of Cardiovascular Medication Adherence between Modified Simplification and Authorized Usage of Dosing Regimens,서울대학교병원,서울대학교병원(Seoul National University Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),행동요인(Behavioral),KCT0002023,H-1401-123-549,cardiovascular diseases[C14],2016-08-19,2016-08-19,2014-03-17,2015-04-30,약물순응도(medication adherence)
모집 중(Recruiting),"두경부암환자의 방사선치료에 수반되는 방사선구내염에 대한 열다한소탕의 치료적 탐색 임상시험 - 무작위배정, 이중맹검, 위약대조, 평행군, 다기관 연구자임상시험 - Therapeutic exploratory clinical trial of Yeoldahanso-tang on radiation induced oral mucositis in head and neck cancer patients: randomized, double-blinded, placebo-controlled, parallel-design, multi-center, investigator study",경희대학교한방병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),Phase2/Phase3,의약품(Drug),KCT0002022,KOMCIRB-150624-HR-022,Stomatitis,2016-08-18,2016-08-12,2016-05-31,,중증의 방사선 구내염 발생율 (radiation therapy oncology group (RTOG) 평가를 기준으로 toxicity grade 3 이상)(the incidence rate of severe radiation-induced oral mucositis ( more than grade 3 according to the radiation therapy oncology group (RTOG) acute radiation morbidity scoring criteria) )
모집 중(Recruiting),"갱년기 증상에 대한 돈태반가수분해물의 유효성 및 안전성 평가를 위한 12주, 다기관, 무작위배정, 이중눈가림, 위약대조 임상시험 - Efficacy and Safety of Porcine Placenta Hydrolysate on menopausal symptoms; A 12week, Multi-center, Randomized, Double-blind, Placebo-Controlled Clinical Trial",인제대학교 상계백병원,주식회사 세라메딕코리아(CellaMedic Korea),중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0002021,SGPAIK 2016-02-029,갱년기 증상을 보이는 여성,2016-08-18,2016-08-09,2016-05-31,,Kupperman Index(갱년기 증상 평가지)(Kupperman Index)
연구종결(Completed),"경도인지장애자에서 인지기능 향상에 미치는 신선초추출물(AK)의 유효성 및 안전성을 평가하기 위한 12주, 다기관, 무작위배정, 이중눈가림, 위약대조 인체적용시험 - Effect of Angelica keiskie extract on the Mild Cognitive Impairment for the Efficacy and Safety; A 12week, Multi-center, Randomized, Double-blind, Placebo-Controlled Clinical Trial",경희대학교병원,주식회사이노한방(INNOHANBANG),중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0002020,KMC IRB 1532-01,Mild Cognitive Impairment,2016-08-18,2016-08-10,2015-12-24,2016-07-13,ADAS-cog(Alzheimer’s Disease Assessment Scale-Korean version-cognitive subscale) 총점 (ADAS-cog(Alzheimer’s Disease Assessment Scale-Korean version-cognitive subscale) Total score)ADAS-cog(Alzheimer’s Disease Assessment Scale-Korean version-cognitive subscale) 기억력 (ADAS-cog(Alzheimer’s Disease Assessment Scale-Korean version-cognitive subscale) memory )
모집 중(Recruiting),방사선 유도 경피적 폐생검의 유효성 및 안전성 - Radiologically-guided percutaneous lung biopsy : Accuracy and safety,서울대학교병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0002019,H-1512-072-727,미진단된 국소 폐병변으로 폐생검을 통하여 정확한 병리조직검사를 요하는 경우,2016-08-18,2016-08-12,2016-04-15,2017-10-31,"방사선유도 경피적 폐생검의 진단 정확도 (민감도,특이도,정확도)(Diagnostic accuracy (sensitivity, specificity, accuracy) of radiologically-guided percutaneous lung biopsy)"
모집 중(Recruiting),스타틴 임상데이터마트 구축 - Development of clinical data mart,학교법인가톨릭학원가톨릭대학교서울성모병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0002018,KC16RNSI0478,3-hydroxy-3-methylglutaryl-coenzyme A Statin Dyslipidemia Hypercholesterolemia,2016-08-18,2016-08-09,2016-08-01,2017-10-31,스타틴에 대한 임상데이터 마트 구축(Development of clinical data mart)
연구종결(Completed),"건강한 남성 자원자를 대상으로 캐롤에프정, 애드빌리퀴겔연질캡슐, 부루펜정 200밀리그램을 단회 투여했을 때 안전성과 약동학적 특성을 비교 평가하기 위한 무작위배정, 공개, 단회, 3원 교차 임상시험 - A randomized, open-label, three-way crossover clinical trial to compare safety and pharmacokinetic characteristics after single administration of Carol-F Tab, Advil Liqui-Gels and Brufen Tab 200 mg in healthy male volunteers",동아대학교병원,일동제약(주)(Ildong pharmaceutical),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0002017,15-144,"류마티스 관절염, 골관절염, 배통, 두통, 월경통, 외상 후 소염·진통, 유행성 감기로 인한 발열 및 통증 조절",2016-08-18,2016-08-10,2015-09-02,2015-10-02,"Ibuprofen 의 AUC0-t, Cmax, Tmax(Ibuprofen's AUC0-t, Cmax, Tmax)"
모집 중(Recruiting),영아 심정지시 효과적인 흉부압박을 위한 스마트 와치를 이용한 피드백의 효과 - Effectiveness of the Feedback with a Smartwatch for High quality chest compression in the infant cardiac arrest,한양대학교병원,한양대학교병원(Hanyang University Seoul Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),의료기구(Medical Device),KCT0002016,HYUH 2016-06-030-003,Healthy people,2016-08-18,2016-08-12,2016-08-05,,정확한 흉북압박 깊이의 비율(Proportion of accurate chest compression)
연구종결(Completed),지역사회보행에 관한 동작관찰훈련이 뇌졸중 환자의 보행능력에 미치는 효과 - Action observation training of community ambulation for improving walking ability of patients with post-stroke hemiparesis: A randomized controlled pilot trial,청주대학교,청주대학교(Cheongju University),중재연구(Interventional Study),해당사항없음(Not applicable),기타(Others),KCT0002015,1040647-201303-HR-018-01,stroke,2016-08-18,2016-08-02,2013-06-30,2013-08-31,10미터 보행 속도(10-m walk test)지역사회 보행 속도(community walk test )시공간학적 보행평가(Spatiotemporal Gait Measures)
모집 중(Recruiting),한국인 말기신부전 환자 전향적 코호트 구축을 통한 혈액투석과 복막투석의 비용효과연구 - Prospective cohort of Korean end-stage kidney disease patients for cost-effectiveness analysis of hemodialysis and peritoneal dialysis,경북대학교병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0002014,KNUH 2016-06-010-002,End-stage Renal Disease/Hemodialysis End-stage Renal Disaese/Peritoneal dialysis,2016-08-18,2016-08-08,2016-07-06,2021-04-30,사망 및 투석방식의 변경 혹은 중단(All cause mortality and change/termination of treatment modality)
모집 중(Recruiting),"반하사심탕의 실증형 기능성소화불량증에 대한 효능 및 안전성 평가 임상연구 : 무작위 배정, 이중눈가림, 위약대조, 예비임상연구 - Effects and Safety of Banhasasim-tang on Functional Dyspepsia : A Randomized, Double-blind, Placebo-controlled, Pilot Study",대전대학교,한국한의학연구원(Korea Institute of Oriental Medicine),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0002013,DJOMC-16-01,ROME Ⅲ criteria의 기능성 소화불량증 진단 기준을 만족하는 기능성 소화불량증,2016-08-18,2016-08-12,2016-08-12,2016-12-31,한국판 Nepean dyspepsia index 증상점수(Nepean dyspepsia index Korean version symptome score)
모집 중(Recruiting),흉부압박 시 3종류의 의료용 N95마스크의 밀착계수의 비교 - Comparisons of three types N95 masks for protective performance during chest compression: a randomized simulation study,한양대학교병원,한양대학교병원(Hanyang University Seoul Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),의료기구(Medical Device),KCT0002012,HYUH 2016-02-026-005,"Chest compression, Respiratory protective devices",2016-08-18,2016-08-10,2016-08-01,2016-08-31,밀착 계수(Fit factor)
모집 중(Recruiting),"심방세동의 증상 조절, 합병증 예방을 위한 약물 요법의 비교 효과 연구 - Comparision study of drugs for symptom control and complication prevention of AF",학교법인연세대학교의과대학세브란스병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0002011,C160012,Atrial fibrillation,2016-08-17,2017-06-19,2016-05-18,,"사망률, 심부전으로 인한 입원률, 뇌졸증 발생률, 심혈관질환, 출혈의 발생률(all cause mortality, hospitalization by heart farilure, recurrent stroke, cardiovascular events ,incidence of hemorrhage)"
연구종결(Completed),전산 시스템을 이용한 급성 신손상 조기발견 및 협진을 통한 신장내과 신속치료의 효과 - Benefit of early detection and nephrologic intervention of acute kidney injury in hospital (BE NECIA),분당서울대학교병원,분당서울대학교병원(Seoul National University Bundang Hospital),관찰연구(Observational Study),,,KCT0002010,B-1402/238-006,Acute Kidney Injury,2016-08-17,2016-08-07,2014-06-01,2015-08-31,병원내 사망(in-hospital mortality)
연구종결(Completed),건강인 대상 수면시간 감소에따른 생리지표 변화 파악을 위한 임상 시험 - A Clinical trial of effects of sleep deprivation on physiological change in healthy subjects,경희대학교,"미래창조과학부(Ministry of Science, ICT & Future Planning)",중재연구(Interventional Study),해당사항없음(Not applicable),행동요인(Behavioral),KCT0002009,NRF-2014M3A9D7045482,Adolescent Health,2016-08-16,2016-09-06,2014-11-19,2015-06-25,"체내 수분량 검사(Total body water (extracellular water, and intracellular water))"
